#WORD	noun	verb	adjective	adverb
internally	0	0	0	1
interplay	1	0	0	0
intersect	0	1	0	0
intimately	0	0	0	1
invaded	0	1	0	0
investments	1	0	0	0
inviting	0	0	0	0
invoked	0	1	0	0
ionic	0	0	1	0
ironically	0	0	0	1
jackets	1	0	0	0
jake	1	0	0	0
janice	1	0	0	0
jarrodsville	1	0	0	0
jerusalem	1	0	0	0
jo	1	0	0	0
journal	1	0	0	0
juan	1	0	0	0
jug	1	0	0	0
juicy	0	0	1	0
katharine	1	0	0	0
katherine	1	0	0	0
kelsey	1	0	0	0
kenneth	1	0	0	0
kerosene	1	0	0	0
ketosis	1	0	0	0
kidding	0	0	0	0
kidney	1	0	0	0
killpath's	1	0	0	0
kills	0	0	0	0
kissing	0	1	0	0
knitted	0	1	0	0
laborer	1	0	0	0
laborers	1	0	0	0
lacks	0	1	0	0
lad	1	0	0	0
laden	0	0	1	0
lakes	1	0	0	0
lamb	1	0	0	0
lamps	1	0	0	0
larvae	1	0	0	0
laundering	0	0	0	0
lauro	1	0	0	0
laymen	1	0	0	0
layout	1	0	0	0
lbs.	1	0	0	0
leader's	1	0	0	0
leavitt	1	0	0	0
lecturer	1	0	0	0
legendary	0	0	1	0
lending	0	0	0	0
lenin	1	0	0	0
levers	1	0	0	0
liable	0	0	1	0
liberated	0	1	0	0
librarians	1	0	0	0
licensed	0	1	0	0
life's	1	0	0	0
linen	1	0	0	0
liquids	1	0	0	0
liston	1	0	0	0
loading	0	0	0	0
locust	1	0	0	0
longest	0	0	1	0
low-cost	1	0	0	0
luggage	1	0	0	0
luxurious	0	0	1	0
m.p.h.	1	0	0	0
magnificently	0	0	0	1
magnified	0	1	0	0
mainland	1	0	0	0
makeshift	0	0	1	0
malocclusion	1	0	0	0
man-made	0	0	1	0
mandate	1	0	0	0
mandatory	0	0	1	0
manhood	1	0	0	0
manifestation	1	0	0	0
manifested	0	1	0	0
manipulate	0	1	0	0
manometer	1	0	0	0
mantle's	1	0	0	0
manuel	1	0	0	0
manure	1	0	0	0
manuscript	1	0	0	0
maple	1	0	0	0
margins	1	0	0	0
marie	1	0	0	0
marr	1	0	0	0
mast	1	0	0	0
master's	1	0	0	0
masu	1	0	0	0
materialism	1	0	0	0
matilda	1	0	0	0
maze	1	0	0	0
meager	0	0	1	0
mediterranean	1	0	0	0
membrane	1	0	0	0
mentions	0	0	0	0
merchandise	1	0	0	0
merry	0	0	1	0
metabolite	1	0	0	0
metals	1	0	0	0
meteorite	1	0	0	0
meter	1	0	0	0
methodically	0	0	0	1
mexico	1	0	0	0
meyer	1	0	0	0
micelle	1	0	0	0
micrometeorite	1	0	0	0
microscopically	0	0	0	1
midwest	1	0	0	0
miller's	1	0	0	0
milton's	1	0	0	0
minced	0	1	0	0
mind's	1	0	0	0
misunderstanding	0	0	0	0
misunderstood	0	1	0	0
mo.	1	0	0	0
modernity	1	0	0	0
modifications	1	0	0	0
modify	0	1	0	0
molecule	1	0	0	0
molotov	1	0	0	0
momentary	0	0	1	0
monroe	1	0	0	0
mose	1	0	0	0
mount	0	0	0	0
mountainous	0	0	1	0
mulch	1	0	0	0
multiplication	1	0	0	0
murphy	1	0	0	0
musket	1	0	0	0
myths	1	0	0	0
n'	1	0	0	0
napoleon	1	0	0	0
narrowly	0	0	0	1
nation-state	1	0	0	0
nebraska	1	0	0	0
needles	1	0	0	0
negotiation	1	0	0	0
negro-appeal	0	0	1	0
nellie	1	0	0	0
neurosis	1	0	0	0
newark	1	0	0	0
newborn	0	0	1	0
newspaperman	1	0	0	0
newton	1	0	0	0
noises	1	0	0	0
noisy	0	0	1	0
norberg	1	0	0	0
noses	1	0	0	0
nostalgic	0	0	1	0
notch	1	0	0	0
notches	1	0	0	0
ns	1	0	0	0
numbering	0	0	0	0
oath	1	0	0	0
observance	1	0	0	0
olga	1	0	0	0
omitting	0	1	0	0
one-fourth	1	0	0	0
one-inch	0	0	1	0
opaque	0	0	1	0
opener	1	0	0	0
operative	0	0	1	0
operetta	1	0	0	0
oppression	1	0	0	0
organism	1	0	0	0
originality	1	0	0	0
originate	0	1	0	0
orthography	1	0	0	0
orvis	1	0	0	0
ossification	1	0	0	0
out-of-town	0	0	1	0
outboard	0	0	0	0
outbursts	1	0	0	0
outlets	1	0	0	0
outlined	0	1	0	0
outraged	0	0	0	0
outspoken	0	0	1	0
overcoming	0	1	0	0
overheard	0	1	0	0
overwhelmingly	0	0	0	1
ox	1	0	0	0
oyster	1	0	0	0
packaged	0	1	0	0
packages	1	0	0	0
paints	0	0	0	0
paired	0	1	0	0
pakistan	1	0	0	0
palestine	1	0	0	0
palmer's	1	0	0	0
paneling	1	0	0	0
pansy	1	0	0	0
paradigm	1	0	0	0
paralysis	1	0	0	0
parents'	1	0	0	0
parthenon	1	0	0	0
partition	1	0	0	0
passport	1	0	0	0
pasted	0	1	0	0
pastoral	0	0	1	0
pastors	1	0	0	0
patriotism	1	0	0	0
patterned	0	1	0	0
pausing	0	1	0	0
paxton	1	0	0	0
peanut	1	0	0	0
pear	1	0	0	0
peeling	0	1	0	0
peer	0	0	0	0
pegboard	1	0	0	0
pels	1	0	0	0
percentages	1	0	0	0
perennial	0	0	1	0
perier	1	0	0	0
periodically	0	0	0	1
perrin	1	0	0	0
persist	0	1	0	0
pessimism	1	0	0	0
pessimistic	0	0	1	0
petty	0	0	1	0
photographers	1	0	0	0
pierce	1	0	0	0
piers	1	0	0	0
pigs	1	0	0	0
pilgrimage	1	0	0	0
piling	0	1	0	0
pills	1	0	0	0
pitches	1	0	0	0
place-name	1	0	0	0
plank	0	0	0	0
planter	1	0	0	0
pleasures	1	0	0	0
pleura	1	0	0	0
pleural	0	0	1	0
poignant	0	0	1	0
poise	1	0	0	0
polarization	1	0	0	0
pollution	1	0	0	0
polymerization	1	0	0	0
ponies	1	0	0	0
pool's	1	0	0	0
popped	0	1	0	0
popping	0	1	0	0
portray	0	1	0	0
possessing	0	1	0	0
posterior	0	0	1	0
posterity	1	0	0	0
potency	1	0	0	0
practicable	0	0	1	0
practitioners	1	0	0	0
pre-war	0	0	1	0
precinct	1	0	0	0
predecessors	1	0	0	0
predicting	0	1	0	0
preferable	0	0	1	0
presentations	1	0	0	0
presidents	1	0	0	0
presiding	0	1	0	0
pretended	0	1	0	0
pretense	1	0	0	0
pretentious	0	0	1	0
prieur	1	0	0	0
princeton	1	0	0	0
prizes	1	0	0	0
proclamation	1	0	0	0
productions	1	0	0	0
progresses	0	1	0	0
projecting	0	1	0	0
prokofieff's	1	0	0	0
promotional	0	0	1	0
prompt	0	0	0	0
proponents	1	0	0	0
proposing	0	1	0	0
props	1	0	0	0
propulsion	1	0	0	0
pry	0	1	0	0
pseudophloem	1	0	0	0
psychoanalytic	0	0	1	0
ptolemy's	1	0	0	0
public's	1	0	0	0
publicized	0	1	0	0
puny	0	0	1	0
puppet	1	0	0	0
putt	0	0	0	0
puzzle	0	0	0	0
quackery	1	0	0	0
quadric	0	0	0	0
qualitative	0	0	1	0
queer	0	0	1	0
questionnaires	1	0	0	0
r-stage	1	0	0	0
rabbi	1	0	0	0
radiosterilization	1	0	0	0
ramp	1	0	0	0
rangoni	1	0	0	0
rat	1	0	0	0
rating	0	0	0	0
rationale	1	0	0	0
rattling	0	0	0	0
rca	1	0	0	0
reactors	1	0	0	0
reassuring	0	0	0	0
rebut	0	1	0	0
recipient	0	0	0	0
recital	1	0	0	0
reconstruct	0	1	0	0
recourse	1	0	0	0
recurring	0	1	0	0
redcoat	1	0	0	0
referral	1	0	0	0
refined	0	1	0	0
reflections	1	0	0	0
reflective	0	0	1	0
reflexes	1	0	0	0
refrain	0	0	0	0
regret	0	0	0	0
regulars	1	0	0	0
reign	0	0	0	0
releases	0	0	0	0
relegated	0	1	0	0
relic	1	0	0	0
relinquish	0	1	0	0
remarque's	1	0	0	0
remedies	1	0	0	0
rendering	0	0	0	0
repeal	1	0	0	0
replaces	0	1	0	0
repression	1	0	0	0
reproduction	1	0	0	0
rescued	0	1	0	0
residing	0	1	0	0
resolutions	1	0	0	0
resort	0	0	0	0
responding	0	1	0	0
restorative	0	0	1	0
retaliation	1	0	0	0
retarded	0	1	0	0
reversible	0	0	1	0
reviews	0	0	0	0
revived	0	1	0	0
rexroth	1	0	0	0
ribbons	1	0	0	0
ridden	0	1	0	0
riders	1	0	0	0
rides	0	0	0	0
riflemen	1	0	0	0
right-hand	1	0	0	0
ripped	0	1	0	0
roam	0	1	0	0
robbers	1	0	0	0
robbery	1	0	0	0
robbins	1	0	0	0
robe	1	0	0	0
roberta	1	0	0	0
rocking	0	0	0	0
rossoff	1	0	0	0
rot	0	0	0	0
rotated	0	1	0	0
rotor	1	0	0	0
rouge	1	0	0	0
routes	1	0	0	0
rumors	1	0	0	0
rupee	1	0	0	0
saami's	1	0	0	0
sack	1	0	0	0
sadness	1	0	0	0
saga	1	0	0	0
sail	0	0	0	0
salts	1	0	0	0
sanctions	0	0	0	0
sandy	0	0	1	0
savages	1	0	0	0
sax	1	0	0	0
scaffold	1	0	0	0
scarce	0	0	1	0
scent	1	0	0	0
schemes	1	0	0	0
schnabel's	1	0	0	0
schnabel	1	0	0	0
schwartz	1	0	0	0
schwarzkopf	1	0	0	0
scratch	0	0	0	0
scratches	1	0	0	0
scrub	0	0	0	0
sculptor	1	0	0	0
secretaries	1	0	0	0
secretly	0	0	0	1
securing	0	0	0	0
seizure	1	0	0	0
seller	1	0	0	0
sensational	0	0	1	0
senseless	0	0	1	0
sensibilities	1	0	0	0
sensors	1	0	0	0
sensual	0	0	1	0
septa	1	0	0	0
sequences	1	0	0	0
serenity	1	0	0	0
sesame	1	0	0	0
severed	0	1	0	0
sexually	0	0	0	1
shaded	0	1	0	0
shafer	1	0	0	0
shakespearean	0	0	1	0
shattering	0	1	0	0
shave	0	1	0	0
shaving	0	1	0	0
sherlock	1	0	0	0
sherry	1	0	0	0
shield	0	0	0	0
shipped	0	1	0	0
shoreline	1	0	0	0
shortstop	1	0	0	0
shoving	0	1	0	0
siberia	1	0	0	0
sickness	1	0	0	0
sidewise	0	0	0	1
sighted	0	1	0	0
signature	1	0	0	0
similitude	1	0	0	0
simpkins	1	0	0	0
single-valued	0	0	1	0
singly	0	0	0	1
sits	0	1	0	0
skins	0	0	0	0
slack	0	0	0	0
slapping	0	1	0	0
sleepy	0	0	1	0
slick	0	0	0	0
slogan	1	0	0	0
slot	1	0	0	0
smothered	0	1	0	0
snack	1	0	0	0
sneaked	0	1	0	0
sniffed	0	1	0	0
soaked	0	1	0	0
sofa	1	0	0	0
solo	0	0	0	0
sonar	1	0	0	0
soprano	1	0	0	0
souvanna	1	0	0	0
soybeans	1	0	0	0
specifications	1	0	0	0
speck	1	0	0	0
spectral	0	0	1	0
spelled	0	1	0	0
spencer's	1	0	0	0
spine	1	0	0	0
spiritually	0	0	0	1
splendor	1	0	0	0
spoiled	0	1	0	0
spoon	1	0	0	0
sportsmen	1	0	0	0
spotlight	1	0	0	0
sprayed	0	1	0	0
spraying	0	0	0	0
spurred	0	1	0	0
squatting	0	1	0	0
sr.	1	0	0	0
stairway	1	0	0	0
stance	1	0	0	0
starving	0	1	0	0
steamed	0	1	0	0
steer	0	0	0	0
stengel	1	0	0	0
stimulate	0	1	0	0
stint	1	0	0	0
storms	1	0	0	0
strangely	0	0	0	1
strangled	0	1	0	0
strasbourg	1	0	0	0
stratford	1	0	0	0
strays	1	0	0	0
streaks	1	0	0	0
strengthened	0	1	0	0
strewn	0	1	0	0
strife	1	0	0	0
stud	1	0	0	0
stunning	0	0	1	0
subtraction	1	0	0	0
subway	1	0	0	0
successors	1	0	0	0
sucked	0	1	0	0
summer's	0	0	0	0
sunday's	1	0	0	0
sundown	1	0	0	0
sunk	0	1	0	0
superimposed	0	1	0	0
supplemented	0	1	0	0
supplier	1	0	0	0
suppress	0	1	0	0
surveillance	1	0	0	0
susceptible	0	0	1	0
suspense	1	0	0	0
sutherland	1	0	0	0
suvorov	1	0	0	0
swam	0	1	0	0
sweetly	0	0	0	1
switching	0	0	0	0
sword	1	0	0	0
syntax	1	0	0	0
tablespoon	1	0	0	0
tact	1	0	0	0
tagged	0	1	0	0
tangents	1	0	0	0
tanned	0	1	0	0
tart	0	0	0	0
tax-exempt	0	0	1	0
taxing	0	1	0	0
teachings	1	0	0	0
teamsters	1	0	0	0
tedious	0	0	1	0
telegraph	0	0	0	0
telephones	1	0	0	0
temptations	1	0	0	0
tenor	1	0	0	0
tentatively	0	0	0	1
tenuous	0	0	1	0
terminology	1	0	0	0
testament	1	0	0	0
tex.	1	0	0	0
textures	1	0	0	0
thanked	0	1	0	0
thankful	0	0	1	0
thelma	1	0	0	0
thence	0	0	0	1
thermostat	1	0	0	0
thinker	1	0	0	0
thinkers	1	0	0	0
thinner	0	0	1	0
thomas'	1	0	0	0
thomas's	1	0	0	0
throats	1	0	0	0
throttle	1	0	0	0
thurber	1	0	0	0
tightened	0	1	0	0
timing	0	0	0	0
tingling	0	1	0	0
token	0	0	0	0
tolerated	0	1	0	0
tolley	1	0	0	0
toothbrush	1	0	0	0
tories	1	0	0	0
toss	0	0	0	0
totaling	0	1	0	0
totalitarian	0	0	1	0
touchdown	1	0	0	0
toughness	1	0	0	0
touring	0	1	0	0
towel	1	0	0	0
trader	1	0	0	0
transcends	0	1	0	0
traversed	0	1	0	0
treacherous	0	0	1	0
treason	1	0	0	0
treasures	1	0	0	0
tribal	0	0	1	0
trooper	1	0	0	0
troopers	1	0	0	0
trot	0	0	0	0
trumpet	0	0	0	0
tubing	1	0	0	0
tucked	0	1	0	0
turnpike	1	0	0	0
twenties	1	0	0	0
twin	0	0	0	0
udall	1	0	0	0
unbearable	0	0	1	0
understands	0	1	0	0
underworld	1	0	0	0
uneasily	0	0	0	1
uneven	0	0	1	0
unfriendly	0	0	1	0
unhappiness	1	0	0	0
uniformly	0	0	0	1
unmarried	0	0	1	0
unorthodox	0	0	1	0
unpopular	0	0	1	0
unprepared	0	0	1	0
unreal	0	0	1	0
unusually	0	0	0	1
unwanted	0	0	1	0
upheld	0	1	0	0
upkeep	1	0	0	0
upright	0	0	0	0
upwards	0	0	0	1
uranium	1	0	0	0
urgently	0	0	0	1
urges	0	0	0	0
users	1	0	0	0
vaginal	0	0	0	0
vandiver	1	0	0	0
vantage	1	0	0	0
vaults	1	0	0	0
veiled	0	1	0	0
veins	1	0	0	0
velocities	1	0	0	0
vending	0	1	0	0
verified	0	1	0	0
versa	0	0	0	1
vibrant	0	0	1	0
vicinity	1	0	0	0
villa	1	0	0	0
virtuous	0	0	1	0
visibly	0	0	0	1
volley	1	0	0	0
von	1	0	0	0
vowel	1	0	0	0
wallace	1	0	0	0
wallet	1	0	0	0
wandering	0	0	0	0
wartime	1	0	0	0
wastes	1	0	0	0
wavelengths	1	0	0	0
weakened	0	1	0	0
weaknesses	1	0	0	0
web	1	0	0	0
week-end	1	0	0	0
well-informed	0	0	1	0
wexler	1	0	0	0
whig	1	0	0	0
whining	0	1	0	0
whirled	0	1	0	0
whistled	0	1	0	0
whitey	1	0	0	0
who'd	0	1	0	0
whole-wheat	1	0	0	0
willed	0	1	0	0
william's	1	0	0	0
windshield	1	0	0	0
winner	1	0	0	0
wiping	0	1	0	0
wisman's	1	0	0	0
withdrawal	1	0	0	0
witnessing	0	1	0	0
wonders	0	0	0	0
workings	1	0	0	0
workmanship	1	0	0	0
workout	1	0	0	0
workshops	1	0	0	0
wreck	0	0	0	0
wrecked	0	1	0	0
wrists	1	0	0	0
y.	1	0	0	0
yank	0	0	0	0
yarns	1	0	0	0
yearly	0	0	0	0
yell	0	0	0	0
yesterday's	1	0	0	0
yuri	1	0	0	0
zero	1	0	0	0
zoo	1	0	0	0
$15	1	0	0	0
$4	1	0	0	0
$5000	1	0	0	0
**ya	1	0	0	0
12''	1	0	0	0
15%	1	0	0	0
20%	1	0	0	0
30%	1	0	0	0
a's	1	0	0	0
aberrant	0	0	1	0
aberrations	1	0	0	0
abiding	0	1	0	0
abo	1	0	0	0
abortion	1	0	0	0
abraham	1	0	0	0
abreast	0	0	0	1
abstention	1	0	0	0
abused	0	1	0	0
academically	0	0	0	1
acala	1	0	0	0
accelerate	0	1	0	0
accelerator	1	0	0	0
accents	1	0	0	0
accessible	0	0	1	0
accounted	0	1	0	0
achieves	0	1	0	0
acquiescence	1	0	0	0
activated	0	1	0	0
actress	1	0	0	0
adamant	0	0	1	0
adapt	0	1	0	0
additionally	0	0	0	1
adelia	1	0	0	0
adhered	0	1	0	0
adherents	1	0	0	0
adios	1	0	0	0
administrators	1	0	0	0
admirably	0	0	0	1
advantageous	0	0	1	0
advent	1	0	0	0
adventurous	0	0	1	0
adversary	1	0	0	0
advertisers	1	0	0	0
advisors	1	0	0	0
advocate	0	0	0	0
affecting	0	1	0	0
affiliations	1	0	0	0
affinity	1	0	0	0
affords	0	1	0	0
afl-cio	1	0	0	0
age-old	0	0	1	0
agenda	1	0	0	0
aggressiveness	1	0	0	0
aiming	0	1	0	0
aimless	0	0	1	0
aimo	1	0	0	0
airfield	1	0	0	0
alan	1	0	0	0
alcoves	1	0	0	0
alec's	1	0	0	0
all-important	0	0	1	0
all-white	0	0	1	0
allegations	1	0	0	0
alleviate	0	1	0	0
allocated	0	1	0	0
allowable	0	0	1	0
allusions	1	0	0	0
alongside	0	0	0	1
alpert	1	0	0	0
alvin	1	0	0	0
ambivalence	1	0	0	0
ambush	0	0	0	0
amounted	0	1	0	0
analytical	0	0	1	0
anatomical	0	0	0	0
ancestral	0	0	1	0
anemia	1	0	0	0
animated	0	1	0	0
anta	1	0	0	0
anterior	0	0	1	0
anti-party	0	0	1	0
antisubmarine	0	0	1	0
anymore	0	0	0	1
apologized	0	1	0	0
appestat	1	0	0	0
applaud	0	1	0	0
appliance	1	0	0	0
appointees	1	0	0	0
appreciable	0	0	1	0
apprehensions	1	0	0	0
approximated	0	1	0	0
arbiter	1	0	0	0
arbitrarily	0	0	0	1
arbuckle	1	0	0	0
archaic	0	0	1	0
arches	0	0	0	0
aricaras	1	0	0	0
arithmetic	1	0	0	0
ariz.	1	0	0	0
arnolphe	1	0	0	0
arouse	0	1	0	0
artistically	0	0	0	1
artists'	1	0	0	0
ascribed	0	1	0	0
askington	1	0	0	0
ass	1	0	0	0
asserts	0	1	0	0
asset	1	0	0	0
astonishment	1	0	0	0
astounding	0	0	1	0
athletes	1	0	0	0
atmospheres	1	0	0	0
attachment	1	0	0	0
attentive	0	0	1	0
attrition	1	0	0	0
aureomycin	1	0	0	0
austere	0	0	1	0
australian	0	0	0	0
authoritarian	0	0	1	0
authorize	0	1	0	0
authorizing	0	1	0	0
auxiliary	0	0	0	0
avant-garde	0	0	0	0
avenues	1	0	0	0
awe	1	0	0	0
awed	0	1	0	0
awkwardly	0	0	0	1
awoc	1	0	0	0
ax	1	0	0	0
axle	1	0	0	0
backing	0	0	0	0
backlog	1	0	0	0
badge	1	0	0	0
baer	1	0	0	0
baffled	0	1	0	0
balcony	1	0	0	0
bale	1	0	0	0
ballplayer	1	0	0	0
bancroft	1	0	0	0
bandstand	1	0	0	0
bangs	0	0	0	0
banister	1	0	0	0
banter	1	0	0	0
barbell	1	0	0	0
barge	0	0	0	0
baritone	1	0	0	0
barker	1	0	0	0
barrage	1	0	0	0
barth	1	0	0	0
basin	1	0	0	0
batch	1	0	0	0
bats	0	0	0	0
battlefield	1	0	0	0
bazaar	1	0	0	0
beacon	1	0	0	0
bean	1	0	0	0
beardens	1	0	0	0
beards	1	0	0	0
beauties	1	0	0	0
beaverton	1	0	0	0
bedside	1	0	0	0
begotten	0	1	0	0
believers	1	0	0	0
belligerent	0	0	1	0
bequest	1	0	0	0
berger's	1	0	0	0
bern	1	0	0	0
bertha	1	0	0	0
beverage	1	0	0	0
beverly	1	0	0	0
bicycle	1	0	0	0
bids	1	0	0	0
biscuits	1	0	0	0
bishops	1	0	0	0
bivouac	1	0	0	0
black's	0	0	0	0
blackened	0	1	0	0
blackness	1	0	0	0
blasphemous	0	0	1	0
bleached	0	1	0	0
bleachers	1	0	0	0
blend	0	0	0	0
blenheim	1	0	0	0
blot	0	0	0	0
blows	0	0	0	0
boarded	0	1	0	0
bogey	1	0	0	0
bonn	1	0	0	0
bookkeeping	1	0	0	0
bordering	0	1	0	0
bosphorus	1	0	0	0
bosses	1	0	0	0
boun	1	0	0	0
boyd	1	0	0	0
boyhood	1	0	0	0
braced	0	1	0	0
bradford	1	0	0	0
brandishing	0	1	0	0
breathless	0	0	1	0
brian	1	0	0	0
bride's	1	0	0	0
brigadier	1	0	0	0
briskly	0	0	0	1
broadening	0	0	0	0
broadly	0	0	0	1
brother-in-law	1	0	0	0
brotherhood	1	0	0	0
browning	0	0	0	0
brows	1	0	0	0
brushing	0	0	0	0
brute	0	0	0	0
budapest	1	0	0	0
budd	1	0	0	0
buddies	1	0	0	0
budgets	1	0	0	0
buds	1	0	0	0
buffet	0	0	0	0
bulwark	1	0	0	0
bum	0	0	0	0
bunched	0	1	0	0
burgundy	1	0	0	0
burlington	1	0	0	0
burnsides	1	0	0	0
burnt	0	1	0	0
bury	0	1	0	0
bust	0	0	0	0
butchery	1	0	0	0
buyers	1	0	0	0
bw	1	0	0	0
byzantine	0	0	1	0
c'	1	0	0	0
cabinets	1	0	0	0
cairo	1	0	0	0
calenda	1	0	0	0
candles	1	0	0	0
canned	0	1	0	0
canoe	0	0	0	0
cans	1	0	0	0
capacities	1	0	0	0
caps	0	0	0	0
capsule	1	0	0	0
cardboard	1	0	0	0
caresses	1	0	0	0
caressing	0	1	0	0
carruthers	1	0	0	0
cartridges	1	0	0	0
carts	1	0	0	0
carvey	1	0	0	0
castro's	1	0	0	0
catastrophes	1	0	0	0
catastrophic	0	0	1	0
catharsis	1	0	0	0
catkins	1	0	0	0
catskill	1	0	0	0
caves	1	0	0	0
celebrating	0	1	0	0
censorship	1	0	0	0
centrally	0	0	0	1
certify	0	1	0	0
cerv	1	0	0	0
ceylon	1	0	0	0
channing	1	0	0	0
chaotic	0	0	1	0
charitable	0	0	1	0
charley	1	0	0	0
checkbook	1	0	0	0
cheekbones	1	0	0	0
cheerfully	0	0	0	1
chemically	0	0	0	1
cherish	0	1	0	0
chilling	0	1	0	0
chilly	0	0	1	0
chimney	1	0	0	0
chines	1	0	0	0
ching	1	0	0	0
chloride	1	0	0	0
chopping	0	1	0	0
choreographed	0	1	0	0
choreographer	1	0	0	0
christopher	1	0	0	0
chronology	1	0	0	0
cicero	1	0	0	0
circulating	0	1	0	0
citation	1	0	0	0
claimants	1	0	0	0
clarification	1	0	0	0
clash	1	0	0	0
classrooms	1	0	0	0
clattered	0	1	0	0
clenched	0	1	0	0
clerk's	1	0	0	0
cliches	1	0	0	0
clifford	1	0	0	0
clothed	0	1	0	0
clouded	0	1	0	0
clusters	1	0	0	0
co	1	0	0	0
coaches	1	0	0	0
coaching	0	0	0	0
coahr	1	0	0	0
cochannel	1	0	0	0
cock	1	0	0	0
coe	1	0	0	0
coherent	0	0	1	0
coincides	0	1	0	0
colder	0	0	1	0
collects	0	1	0	0
comforts	1	0	0	0
commanders	1	0	0	0
commendable	0	0	1	0
commentary	1	0	0	0
commenting	0	1	0	0
committing	0	1	0	0
communes	1	0	0	0
communese	1	0	0	0
commuting	0	1	0	0
compassion	1	0	0	0
competently	0	0	0	1
compiler	1	0	0	0
complaining	0	1	0	0
completes	0	1	0	0
complications	1	0	0	0
comply	0	1	0	0
comprehend	0	1	0	0
computation	1	0	0	0
computers	1	0	0	0
concentrates	0	0	0	0
concertos	1	0	0	0
conchita	1	0	0	0
conferred	0	1	0	0
conforms	0	1	0	0
confronts	0	1	0	0
confuse	0	1	0	0
congolese	0	0	0	0
conjugated	0	1	0	0
connotation	1	0	0	0
consolidated	0	1	0	0
constancy	1	0	0	0
constantine	1	0	0	0
constituent	1	0	0	0
constrictor	1	0	0	0
consuming	0	1	0	0
contemplated	0	1	0	0
contemplating	0	1	0	0
contends	0	1	0	0
contestants	1	0	0	0
contingencies	1	0	0	0
continual	0	0	1	0
continuum	1	0	0	0
converts	1	0	0	0
convict	0	0	0	0
coolly	0	0	0	1
coolness	1	0	0	0
coordinates	0	0	0	0
coordinator	1	0	0	0
coroner	1	0	0	0
corporation's	1	0	0	0
corpses	1	0	0	0
correspondents	1	0	0	0
corruptible	0	0	1	0
costing	0	0	0	0
coughlin	1	0	0	0
counseling	0	0	0	0
counterpoint	1	0	0	0
countrymen	1	0	0	0
couperin	1	0	0	0
coupler	1	0	0	0
cox	1	0	0	0
cradle	1	0	0	0
craftsmanship	1	0	0	0
craters	1	0	0	0
creator	1	0	0	0
credits	0	0	0	0
creek-turn	1	0	0	0
crib	1	0	0	0
cries	0	0	0	0
crimson	0	0	0	0
crippled	0	1	0	0
cropped	0	1	0	0
crosby	1	0	0	0
cross-section	1	0	0	0
crouch	0	0	0	0
crowding	0	1	0	0
crystalline	0	0	1	0
cu.	0	0	1	0
cubans	1	0	0	0
culminates	0	1	0	0
culturally	0	0	0	1
cunningham	1	0	0	0
curly	0	0	1	0
curvature	1	0	0	0
custer	1	0	0	0
cute	0	0	1	0
cypress	1	0	0	0
czechoslovakia	1	0	0	0
d'	1	0	0	0
debated	0	1	0	0
deceived	0	1	0	0
decisively	0	0	0	1
decorator	1	0	0	0
deductible	0	0	1	0
deference	1	0	0	0
defines	0	1	0	0
definitions	1	0	0	0
definitive	0	0	1	0
deformation	1	0	0	0
dei	1	0	0	0
delicacy	1	0	0	0
delinquency	1	0	0	0
denoting	0	1	0	0
denounce	0	1	0	0
depressing	0	0	1	0
desiring	0	1	0	0
despotism	1	0	0	0
devastating	0	1	0	0
developer	1	0	0	0
devey	1	0	0	0
di-iodotyrosine	1	0	0	0
dictated	0	1	0	0
dictates	0	0	0	0
diego	1	0	0	0
dietary	0	0	1	0
differentiated	0	1	0	0
dingy	0	0	1	0
diocesan	0	0	1	0
diplomat	1	0	0	0
dipole	0	0	1	0
directs	0	1	0	0
disability	1	0	0	0
disappearing	0	1	0	0
disciples	1	0	0	0
discounts	1	0	0	0
discriminating	0	0	0	0
disfigured	0	1	0	0
disintegration	1	0	0	0
disinterested	0	0	1	0
dismay	1	0	0	0
dismiss	0	1	0	0
dismounted	0	1	0	0
disorganized	0	1	0	0
dispatched	0	1	0	0
dispose	0	1	0	0
disrupt	0	1	0	0
disrupted	0	1	0	0
dissolve	0	0	0	0
distinguishes	0	1	0	0
distracted	0	1	0	0
diurnal	0	0	1	0
dived	0	1	0	0
divergent	0	0	1	0
divisive	0	0	1	0
do-it-yourself	0	0	1	0
doctrines	1	0	0	0
dodge	0	0	0	0
dodgers	1	0	0	0
dogtown	1	0	0	0
donor	1	0	0	0
donors	1	0	0	0
doris	1	0	0	0
down-to-earth	0	0	1	0
downed	0	1	0	0
downs	1	0	0	0
dozed	0	1	0	0
drab	0	0	1	0
drafted	0	1	0	0
drawers	1	0	0	0
drilled	0	1	0	0
driver's	1	0	0	0
drives	0	0	0	0
drizzle	1	0	0	0
dromozoa	1	0	0	0
drought	1	0	0	0
drugged	0	1	0	0
drugstore	1	0	0	0
ducked	0	1	0	0
duf	1	0	0	0
duke	1	0	0	0
dutch	0	0	0	0
dynamite	1	0	0	0
dynasty	1	0	0	0
earthmen	1	0	0	0
easel	1	0	0	0
economists	1	0	0	0
edible	0	0	1	0
edward's	1	0	0	0
egyptian	0	0	1	0
elapsed	0	1	0	0
eldest	0	0	1	0
electrode	1	0	0	0
elman	1	0	0	0
elongated	0	1	0	0
embark	0	1	0	0
embroidered	0	1	0	0
emile	1	0	0	0
emmett	1	0	0	0
empirically	0	0	0	1
enchanted	0	1	0	0
encourages	0	1	0	0
encroachment	1	0	0	0
endeavor	0	0	0	0
endeavors	1	0	0	0
